username,user id,access hash,name,group,group id
jmcafees,5309170613,6630955681598207603,Weep,Jacuzzi 5.0,2226756164
DevBF,7147177491,7136038020334379386,DevBox,Jacuzzi 5.0,2226756164
WonkaBF,7018961518,6645117120825664234,Wonka,Jacuzzi 5.0,2226756164
whosvictim,5815174323,-8762680492688212082,victim,Jacuzzi 5.0,2226756164
,5925399817,-6406582313801934798,arm,Jacuzzi 5.0,2226756164
MissRose_bot,609517172,8349777365041458537,Rose,Jacuzzi 5.0,2226756164
